gameId,summonerId,seasonId,gameVersion,gameMode,gameType,queueId,teamId,gameDuration,win,participantId,role,tier,rank,kills,deaths,assists,championId,minionsKilled,champLevel,wardsPlaced,goldEarned,goldSpent,visionScore,totalDamageDealt,largestMultiKill,teamFirstBlood,teamFirstTowerKill,teamFirstInhibitor,teamFirstBaron,teamFirstDragon,teamFirstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
3235580033,LYHtFGQWN4-M152Cc7YCBz7EkJDM-faxwQeztVMVUAYM6-5s,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,2127,True,9,BOTTOM,UNRANKED,N/A,0,2,7,143,21,13,4,7596,7300,8,29711,0,False,False,True,False,True,False,9,4,0,3,0
3235580033,DbH2dEDkPJdetK7y_38OKwmKChdxLqm8kpnoxo3wKlJAZdo,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,2127,True,10,BOTTOM,UNRANKED,N/A,3,1,14,202,153,16,11,13077,11825,16,211045,1,False,False,True,False,True,False,9,4,0,3,0
3235009402,3LlxneqRAxGzIcsowg9oZW1ESrxRv8nmzCQiGFS9ouVRK_k,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1304,True,1,BOTTOM,UNRANKED,N/A,1,5,22,16,5,11,13,7656,7325,36,12184,1,True,True,False,False,True,True,4,0,0,2,2
3235009402,cYkqnp6OUu127C-aJZtgX6CPq-M70DuF_Ce4RGODPmLonZc,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1304,True,2,BOTTOM,SILVER,IV,18,5,3,523,141,12,6,13034,10350,11,106802,5,True,True,False,False,True,True,4,0,0,2,2
3235009402,f_QxCYMhYpfZj0roaWfG0QPuVEbMeONaPn1i1Tc8hSAx6ZVl,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1304,True,3,JUNGLE,SILVER,IV,2,7,6,24,4,10,6,6332,5258,17,82449,1,True,True,False,False,True,True,4,0,0,2,2
3235009402,swTJBlQ5GkGQCzQ6DTMIrCSD17IrTHGt6kJuXHB9j6IZjAA,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1304,True,4,MIDDLE,UNRANKED,N/A,4,5,6,84,110,12,6,7516,6750,9,67382,2,True,True,False,False,True,True,4,0,0,2,2
3235009402,3NcwQvqJH5Qk2ChcrFacMMtqevBn756tr58FETXvw8MpyqI,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1304,True,5,TOP,GOLD,IV,6,3,7,164,108,13,5,8457,8250,6,87903,2,True,True,False,False,True,True,4,0,0,2,2
3235009402,8XZe-fB4JxWodzcIpZcc46nYhRa6J-fdSovMofRu4sJS7YU,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1304,False,6,JUNGLE,IRON,II,4,7,7,254,9,10,6,6678,6225,14,67273,1,False,False,False,False,False,False,0,0,0,1,0
3235009402,l0WWKaf2_ip2yI4Z3hZbJSRoYxn3iNfXEpssE3evpzbGXVg,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1304,False,7,MIDDLE,BRONZE,II,7,4,3,45,92,12,6,7902,7600,9,50160,1,False,False,False,False,False,False,0,0,0,1,0
3235009402,jPTNza46JqZr-NCydBZpSyWF1t__a2_6MsLubi6d5y7GyXk,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1304,False,8,BOTTOM,SILVER,IV,6,8,7,223,36,10,7,7480,6775,15,29761,2,False,False,False,False,False,False,0,0,0,1,0
3235009402,nDKUBuN8snmQxPPHEcqjGVdKWmYqQzvVrgilawAnBA-ol5o,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1304,False,9,BOTTOM,GOLD,IV,4,7,7,518,98,11,4,7175,6675,6,55863,1,False,False,False,False,False,False,0,0,0,1,0
3235009402,EQUY9IVGoc3w8jPwkM0rDlZBFBpjlz2uxql7NKeq46_i0Xd4,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,200,1304,False,10,TOP,SILVER,IV,3,5,2,69,121,12,4,6152,5460,12,49712,1,False,False,False,False,False,False,0,0,0,1,0
3235220074,8XZe-fB4JxWodzcIpZcc46nYhRa6J-fdSovMofRu4sJS7YU,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1278,True,1,JUNGLE,IRON,II,3,3,8,254,6,11,5,7215,6575,11,87434,1,False,True,True,False,True,False,7,1,0,2,0
3235220074,l0WWKaf2_ip2yI4Z3hZbJSRoYxn3iNfXEpssE3evpzbGXVg,13,9.24.300.6382,CLASSIC,MATCHED_GAME,400,100,1278,True,2,MIDDLE,BRONZE,II,7,0,1,45,144,13,4,8446,7600,6,86791,2,False,True,True,False,True,False,7,1,0,2,0
